year,workauthorization,country,gender,degree,college,department,major,graddate,status,jobtitle.gradprogram,city,state.country,graddegree,annualsalary,useful,dateoffered,dateaccepted,jobfunction,employerindustry,numoffers
2014,Non-US Citizen,Korea,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,105000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Associate Software Engineer,Westford,MD,,70000,Hired from summer internship,41671,41671,Software Engineering,technology,3
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Austin,TX,,65000,Hired from summer internship,41487,41579,Software Engineering,manufacturing,1
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,105000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,F13,E,Software Engineer,San Francisco,CA,,110000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Dallas,TX,,72000,,,,Software Engineering,financial services,NA
2014,Non-US Citizen,China,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Mountain View,CA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Seattle,WA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Brooklyn,NY,,95000,Hired from summer internship,41579,41579,Software Engineering,technology,1
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Seattle,WA,,90000,,,,Software Development,retail,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Mountian View,CA,,112000,Networking,41548,41609,Software Engineering,technology,3
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,102000,Hired from summer internship,41944,41974,Software Engineering,technology,3
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Mountain View,CA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,110000,Networking,41609,41640,Software Engineering,technology,6
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,New York,NY,,90000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,F13,E,Software Engineer,San Francisco,CA,,80000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,95000,Networking,41579,41671,Software Engineering,technology,4
2014,U.S. Citizen,Korea,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Seattle,WA,,90000,TartanTRAK,41913,41944,Software Engineering,retail,3
2014,Non-US Citizen,Korea,Male,BS,SCS,Computer Science,CS,S14,E,Sotware Developer,Chicago,IL,,85000,TartanTRAK & Job Fair,41579,41609,Software Engineering,technology,1
2014,Non-US Citizen,Korea,Male,BS,SCS,Computer Science,CS,F13,E,Software Engineer,San Francisco,CA,,102000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,F13,E,Software Development Engineer,Seattle,WA,,110000,,,,Software Development,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Web Application Developer,Calverton,MD,,49000,,,,Software Development,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,F13,E,Software Engineer,Pittsburgh,PA,,49000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,92000,TartanTRAK & Online Job Lisiting Site,,,Software Engineering,technology,2
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,F13,E,Software Engineer,New York,NY,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Menlo Park,CA,,105000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,New York,NY,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Seattle,WA,,102000,,,,Software Development,technology,NA
2014,Permanent Resident,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,115000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,New York,NY,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,F13,E,Financial Modeling Analyst,New York,NY,,75000,,,,Financial Analysis,financial services,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Seattle,WA,,100000,,,,Software Development,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Developer,Mountian View,CA,,100000,Their website,41548,41579,Software Development,technology,1
2014,Non-US Citizen,China,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Mountain View,CA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,F13,E,Software Development Engineer,Seattle,WA,,102000,,,,Software Development,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Seattle,WA,,90000,,,,Software Development,retail,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Palo Alto,CA,,115000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,New York,NY,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Test Engineer,Austin,TX,,62000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Seattle,WA,,110000,Job Fair,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,F13,E,Software Engineer,New York,NY,,95000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Blacksburg,VA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Menlo Park,CA,,102000,Job Fair,41487,41548,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Developer,Pittsburgh,PA,,50000,Networking,41579,41609,Software Development,technology,3
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,105000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Full Stack Engineer,San Francisco,CA,,84000,Job Fair & Networking,41548,41579,Software Engineering,technology,9
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,100800,Networking,41548,41579,Software Engineering,technology,8
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Seattle,WA,,90000,,,,Software Development,retail,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Mountain View,CA,,105000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,India,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,108000,Job Fair,,,Software Engineering,technology,2
2014,Non-US Citizen,India,Male,BS,SCS,Computer Science,CS,S14,E,Backend Engineer,San Francisco,CA,,105000,Networking,41579,41609,Software Engineering,technology,3
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,New York,NY,,90000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Arlington,VA,,110000,,,,Software Engineering,technology,NA
2014,Non-US Citizen,Canada,Male,BS,SCS,Computer Science,CS,S14,E,iOS Software Engineer,San Francisco,CA,,100800,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Bruno,CA,,100000,,,,Software Engineering,technology,NA
2014,Non-US Citizen,Thailand,Male,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Seattle,WA,,90000,Job Fair,41579,41609,Software Development,retail,2
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Mountian View,CA,,100000,Job Fair,41518,41609,Software Engineering,technology,3
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Member of Technical Staff,NA,NA,,105000,Job Fair,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Seattle,WA,,90000,Job Fair,41548,41548,Software Engineering,retail,3
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,WA,,115000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,F13,E,Software Engineer,Herndon,VA,,70000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Cary,NC,,72000,Networking,41579,41609,Software Engineering,technology,1
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Austin,TX,,90000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Test Engineer,San Diego,CA,,55000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,New York,NY,,99996,Job Fair & Hired from summer internship,41548,41579,Software Engineering,technology,4
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Palo Alto,CA,,85000,,,,Software Engineering,arts & entertainment,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S13,E,Software Engineer,Pittsburgh,PA,,65000,,,,Software Engineering,technology,NA
2014,Non-US Citizen,China,Male,BS,SCS,Computer Science,CS,S14,E,Asset and Wealth Management Associate,New York,NY,,70000,,,,Asset/Portfolio Management,financial services,NA
2014,Non-US Citizen,China,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,115000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,SDET I,Seattle,WA,,103000,TartanTRAK,41487,41579,Software Engineering,technology,2
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer in Test,Seattle,WA,,103000,,,,Software Development,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,San Francisco,CA,,100000,,,,Software Engineering,technology,NA
2014,Permanent Resident,United States,Female,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Seattle,WA,,90000,,,,Software Development,retail,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Menlo Park,CA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Developer,Pittsburgh,PA,,70000,,,,Software Development,financial services,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Developer,Madison,WI,,90000,,,,Software Development,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,S14,E,Android Engineer,New York,NY,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Menlo Park,CA,,105000,,,,Software Engineering,technology,NA
2014,Non-US Citizen,Singapore,Female,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Mountain View,CA,,100000,,,,Software Engineering,technology,NA
2014,U.S. Citizen,United States,Female,BS,SCS,Computer Science,CS,F13,E,Software Engineer,San Francisco,CA,,100000,,,,Software Engineering,technology,NA
2014,Permanent Resident,United States,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,New York,NY,,100000,,,,Software Engineering,technology,NA
2014,Non-US Citizen,China,Male,BS,SCS,Computer Science,CS,S14,E,Software Development Engineer,Redmond,WA,,102000,Hired from Summer Internship ,41487,41487,Software Development,technology,1
2014,Non-US Citizen,China,Male,BS,SCS,Computer Science,CS,S14,E,Software Engineer,Palo Alto,CA,,95000,,,,Software Engineering,technology,NA
