"year","workauthorization","country","gender","degree","college","department","major","graddate","status","employer.school","jobtitle.gradprogram","city","state.country","graddegree","useful","dateoffered","dateaccepted","jobfunction","employerindustry","numoffers","pop","lat","long","capital"
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","E","SAP","Associate Support Engineer","Philadelphia","PA",NA,"TartanTRAK",NA,NA,"Engineering: Electrical/Computer","technology",1,1439814,40.01,-75.13,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","E","Etsy","Software Engineer","New York","NY",NA,"TartanTRAK",NA,NA,"Engineering: Electrical/Computer","retail",2,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","E","Hubspot","Intern","Cambridge","MA",NA,NA,NA,NA,"Engineering: Electrical/Computer","technology",NA,101342,42.38,-71.12,0
2014,"Non-US Citizen","China","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","E","Comprehend Systems","Software Engineer","Redwood City","CA",NA,"Job Fair",NA,NA,"Engineering: Electrical/Computer","technology",1,71340,37.52,-122.21,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","E","Google","Software Engineer","New York","NY",NA,"Hired from internship",NA,NA,"Engineering: Electrical/Computer","technology",2,8124427,40.67,-73.94,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Materials Science","MSE","S14","E","GKN Hoeganaes","Research Engineer","Cinnaminson","NJ",NA,"Networking",NA,NA,"Research","manufacturing",2,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","F13","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","F13","G","Carnegie Mellon University","Mechanical Engineering",NA,NA,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Singapore","Male","BS","CIT","Chemical Engineering","CHE","S14","G","Carnegie Mellon University","Computational Biology",NA,NA,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Wakeforest University","Business Management","Raleigh","NC","MBA",NA,NA,NA,NA,NA,NA,350822,35.82,-78.66,2
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","F13","G","Carnegie Mellon University","ESTP","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","S14","G","USC","Health Profession","Los Angeles","CA","MD",NA,NA,NA,NA,NA,NA,3911500,34.11,-118.41,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Master of Integrated Innovation for Products and Services","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Permanent Resident","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Master of Integrated Innovation for Products and Services","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Korea","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","S14","G","Carnegie Mellon University","Chemical Engineering","Pittsburgh","PA","MChE",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS","Networking",NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Permanent Resident","Korea","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Singapore","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Stanford University","Management Science and Engineering","Palo Alto","CA","MS",NA,NA,NA,NA,NA,NA,56084,37.4,-122.14,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Civil & Environmental Engineering","CIV","S13","G","Carnegie Mellon University","Energy Science Technology & Policy","Pittsburgh","PA","MS",NA,NA,NA,"Engineering Other","education",NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","F13","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Cornell University","Mechanical Engineering","Ithaca","NY","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","F13","G","Carnegie Mellon University","Chemical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering",NA,NA,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S15","G","Purdue University","Mechanical Engineering",NA,"IN","PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","S14","G","UC San Diego","Bioengineering","San Diego","CA","MS",NA,NA,NA,NA,NA,NA,1299352,32.81,-117.14,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Korea","Male","BS","CIT","Chemical Engineering","CHE","S14","G","Carnegie Mellon University","Chemical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","S13","G","Northwestern University","Chemical and Biological Engineering","Evanston","IL","PhD",NA,NA,NA,NA,NA,NA,75419,42.05,-87.69,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS","Networking",NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Chemical Engineering","CHE","S14","G","University of Colorado at Boulder","Chemical Engineering",NA,NA,"PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Texas A & M University Health Science Center","Medicine",NA,"TX","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Permanent Resident","India","Male","BS","CIT","Mechanical Engineering","MEG","F13","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","China","Male","BS","CIT","Civil & Environmental Engineering","CEE","S14","G","Carnegie Mellon University","ETIM","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","China","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Materials Science","MSE","S14","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Male","BS","CIT","Civil & Environmental Engineering","CIV","S14","G","Carnegie Mellon University","Civil Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","China","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","China","Male","BS","CIT","Chemical Engineering","CHE","S14","G","Rice University","Chemical Engineering","Houston","TX","PhD",NA,NA,NA,NA,NA,NA,2043005,29.77,-95.39,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Mechanical Engineering","MEG","S14","G","Carnegie Mellon University","Mechanical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Comuter Science finishing second major","Pittsburgh","PA","BS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Other","Male","BS","CIT","Materials Science","MSE","F13","G","Carnegie Mellon University","Materials Science & Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Silicon Valley","CA","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","India","Male","BS","CIT","Electrical & Computer Engineering","ECE","F13","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Massachusetts Institute of Technology","Astronautical and Aeronautical Engineering","Cambridge","MA","PhD",NA,NA,NA,NA,NA,NA,101342,42.38,-71.12,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S15","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Rwanda",NA,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Thailand","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","China","Male","BS","CIT","Electrical & Computer Engineering","ECE","F13","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Materials Science","MSE","S14","G","Carnegie Mellon University","Biomedical Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S15","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S15","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","India","Male","BS","CIT","Electrical & Computer Engineering","ECE","S15","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Permanent Resident","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Singapore","Male","BS","CIT","Electrical & Computer Engineering","ECE","S15","G","Carnegie Mellon University","Electrical & Computer Engineering","Mountain View","CA","MS",NA,NA,NA,NA,NA,NA,67788,37.4,-122.08,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","Malaysia","Male","BS","CIT","Electrical & Computer Engineering","ECE","F13","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Canada","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Singapore","Male","BS","CIT","Electrical & Computer Engineering","ECE","S15","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","PhD",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Singapore","Male","BS","CIT","Electrical & Computer Engineering","ECE","S15","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Johns Hopkins University","Electrical Engineering","Baltimore","MD","PhD",NA,NA,NA,NA,NA,NA,602658,39.3,-76.61,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","F13","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Canada","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Canada","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","UC Berkeley","Engineering and Computer Science","Berkeley","CA","MS",NA,NA,NA,NA,NA,NA,99653,37.87,-122.27,0
2014,"Permanent Resident","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S15","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","India","Male","BS","CIT","Materials Science","MSE",NA,"G","University of Chicago","Material Science and Engineering","Chicago","IL","MS",NA,NA,NA,NA,NA,NA,2830144,41.84,-87.68,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Singapore","Male","BS","CIT","Electrical & Computer Engineering","ECE","S15","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","F13","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","New Zealand","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","Korea","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Permanent Resident","India","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Materials Science","MSE","S14","G","University of New Mexico","Mechanical Engineering","Albuquerque","NM",NA,NA,NA,NA,NA,NA,NA,494962,35.12,-106.62,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","F13","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS","EOC",NA,NA,NA,NA,1,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Materials Science","MSE","S14","G","Duke University","Biomedical Engineering","Durham","NC","PhD",NA,NA,NA,NA,NA,NA,208426,35.98,-78.91,0
2014,"U.S. Citizen","Hong Kong","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","PhD",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"Non-US Citizen","India","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
2014,"U.S. Citizen","United States","Male","BS","CIT","Electrical & Computer Engineering","ECE","S14","G","Carnegie Mellon University","Electrical & Computer Engineering","Pittsburgh","PA","MS",NA,NA,NA,NA,NA,NA,316272,40.44,-79.98,0
